Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),LIVING_UNIT1:Zone Mean Air Temperature [C](TimeStep),Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),General:InteriorLights:Electricity [J](TimeStep),dishwasher:InteriorEquipment:Electricity [J](TimeStep),refrigerator:InteriorEquipment:Electricity [J](TimeStep),clotheswasher:InteriorEquipment:Electricity [J](TimeStep),television:InteriorEquipment:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep) 
 01/12  13:00:00,-10.6,-11.523093849872815,-11.523093849872815,21.999773986130272,19794498.12489343,3164107.770883791,156848.65978789877,78324.26777055899,275305.33959165344,71961.40718856991,0.0,15295013.53111894,0.0 
 01/12  14:00:00,-10.3,-11.438126231914245,-11.438126231914245,21.998195289437586,24609266.192341525,3097944.404906937,156848.65978789877,88117.19209254326,275305.33959165344,63971.63739518969,0.0,18503474.830858853,0.0 
 01/12  15:00:00,-9.8,-10.839810800675263,-10.839810800675263,21.999974203303182,20953928.36006657,3092850.3958465457,156848.65978789877,71802.02715767492,271611.73656886193,55971.17179217984,0.0,15886956.135536253,0.0 
 01/12  16:00:00,-9.3,-10.26873986632781,-10.26873986632781,21.999694496852484,19410431.846649103,3238555.609166743,271871.0102990245,68531.3434485745,275305.33959165344,51970.93899067497,0.0,14719039.423960574,0.0 
 01/12  17:00:00,-9.0,-9.631936030197465,-9.631936030197465,21.999765497920613,22214915.167417545,3809769.245643656,585568.329874822,71802.02715767492,290343.58047016273,53971.055391427355,0.0,16221476.034456754,0.0 
 01/12  18:00:00,-9.0,-9.5608035705968,-9.5608035705968,21.99996117446234,25723776.816472005,4691880.402814431,815613.0308970734,94639.43270542756,318441.34632211406,51970.93899067497,0.0,17356400.03460835,0.0 
 01/12  19:00:00,-9.1,-10.008556105180014,-10.008556105180014,22.000035903385445,23778849.03686323,4790626.610930283,1097940.6185152913,166460.58666841884,327807.2682727643,51970.93899067497,0.0,15282938.906770015,0.0 
 01/12  20:00:00,-9.4,-10.742193848268183,-10.742193848268183,21.999753348428143,20932050.137118272,4580943.455324915,1216765.360778851,212154.52456924066,318441.34632211406,51970.93899067497,0.0,13777677.747699726,0.0 
 01/12  21:00:00,-10.1,-11.31333528157844,-11.31333528157844,21.999590534752386,25845565.834130626,4508531.5501760645,1216765.360778851,172982.8272813029,309075.4243714635,51970.93899067497,0.0,17096985.217990763,0.0 
 01/12  22:00:00,-10.9,-12.205826279051855,-12.205826279051855,21.99965193135849,25654334.992318314,4334308.999572631,920178.804089006,127288.88938048104,303403.1054436047,49970.82258992248,0.0,17734244.340182655,0.0 
 01/12  23:00:00,-12.1,-13.098383856871454,-13.098383856871454,21.999550981423564,21931190.804912873,3677044.413760686,512372.28864046925,84846.50838344306,290343.58047016273,33980.58719353241,0.0,16400038.556708416,0.0 
 01/12  24:00:00,-13.5,-14.428912969801702,-14.428912969801702,21.999530100523884,22310402.26593481,3037549.134809546,209131.546383865,58738.41912658998,271611.73656886193,17990.35179714245,0.0,17728412.544708893,0.0 
