Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),LIVING_UNIT1:Zone Mean Air Temperature [C](TimeStep),Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),General:InteriorLights:Electricity [J](TimeStep),dishwasher:InteriorEquipment:Electricity [J](TimeStep),refrigerator:InteriorEquipment:Electricity [J](TimeStep),clotheswasher:InteriorEquipment:Electricity [J](TimeStep),television:InteriorEquipment:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep) 
 01/12  11:00:00,-10.7,-11.683582416890017,-11.683582416890017,21.99956662393631,6015914.848739802,3180213.4409553325,156848.65978789877,107703.04073651227,262245.8146182114,89962.45479534201,0.0,0.0,0.0 
 01/12  12:00:00,-10.8,-11.743740311828423,-11.743740311828423,21.999723730529094,5315666.484261755,3226508.9837262738,156848.65978789877,91387.87580164369,262245.8146182114,79961.87279157966,0.0,0.0,0.0 
 01/12  13:00:00,-10.6,-11.523093849872815,-11.523093849872815,21.99990870152478,4192076.8618474063,3164107.770883791,156848.65978789877,78324.26777055899,275305.33959165344,71961.40718856991,0.0,0.0,0.0 
 01/12  14:00:00,-10.3,-11.438126231914245,-11.438126231914245,21.999077937665923,5028057.757709628,3097944.404906937,156848.65978789877,88117.19209254326,275305.33959165344,63971.63739518969,0.0,0.0,0.0 
 01/12  15:00:00,-9.8,-10.839810800675263,-10.839810800675263,21.99984758735814,5912883.191138483,3092850.3958465457,156848.65978789877,71802.02715767492,271611.73656886193,55971.17179217984,0.0,0.0,0.0 
 01/12  16:00:00,-9.3,-10.26873986632781,-10.26873986632781,21.99960685235692,5241005.733344323,3238555.609166743,271871.0102990245,68531.3434485745,275305.33959165344,51970.93899067497,0.0,0.0,0.0 
 01/12  17:00:00,-9.0,-9.631936030197465,-9.631936030197465,21.999919198597414,5297651.307344271,3809769.245643656,585568.329874822,71802.02715767492,290343.58047016273,53971.055391427355,0.0,0.0,0.0 
 01/12  18:00:00,-9.0,-9.5608035705968,-9.5608035705968,22.000002344398517,6591802.494196431,4691880.402814431,815613.0308970734,94639.43270542756,318441.34632211406,51970.93899067497,0.0,0.0,0.0 
 01/12  19:00:00,-9.1,-10.008556105180014,-10.008556105180014,21.99988616894068,8667228.4088542,4790626.610930283,1097940.6185152913,166460.58666841884,327807.2682727643,51970.93899067497,0.0,0.0,0.0 
 01/12  20:00:00,-9.4,-10.742193848268183,-10.742193848268183,21.999848808821994,8639122.05322841,4580943.455324915,1216765.360778851,212154.52456924066,318441.34632211406,51970.93899067497,0.0,0.0,0.0 
 01/12  21:00:00,-10.1,-11.31333528157844,-11.31333528157844,21.999732754249358,7184110.777243137,4508531.5501760645,1216765.360778851,172982.8272813029,309075.4243714635,51970.93899067497,0.0,0.0,0.0 
 01/12  22:00:00,-10.9,-12.205826279051855,-12.205826279051855,21.999875151516974,6323051.900302082,4334308.999572631,920178.804089006,127288.88938048104,303403.1054436047,49970.82258992248,0.0,0.0,0.0 
 01/12  23:00:00,-12.1,-13.098383856871454,-13.098383856871454,21.99968050733748,7054791.203439104,3677044.413760686,512372.28864046925,84846.50838344306,290343.58047016273,33980.58719353241,0.0,0.0,0.0 
 01/12  24:00:00,-13.5,-14.428912969801702,-14.428912969801702,21.999847245264668,5073215.36019194,3037549.134809546,209131.546383865,58738.41912658998,271611.73656886193,17990.35179714245,0.0,0.0,0.0 
