,EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,49.48,1201.76,12-JAN-19:00,2669.99,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,49.48,1201.76,12-JAN-19:00,2669.99,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,49.48,1201.76,12-JAN-19:00,2669.99,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,84.11,2590.19,12-JAN-19:00,4330.43,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,84.11,2590.19,12-JAN-19:00,4330.43,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,84.11,2590.19,12-JAN-19:00,4330.43,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,88.40,2666.29,12-JAN-19:00,4347.50,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,88.40,2666.29,12-JAN-19:00,4347.50,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,88.40,2666.29,12-JAN-19:00,4347.50,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,51.62,1251.22,12-JAN-19:00,2779.14,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,51.62,1251.22,12-JAN-19:00,2779.14,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,51.62,1251.22,12-JAN-19:00,2779.14,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,86.32,2648.42,12-JAN-19:00,4327.79,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,86.32,2648.42,12-JAN-19:00,4327.79,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,86.32,2648.42,12-JAN-19:00,4327.79,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,62.56,1761.61,12-JAN-19:00,3243.45,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,62.56,1761.61,12-JAN-19:00,3243.45,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,62.56,1761.61,12-JAN-19:00,3243.45,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,25.73,353.72,12-JAN-19:00,1554.35,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,25.73,353.72,12-JAN-19:00,1554.35,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,25.73,353.72,12-JAN-19:00,1554.35,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,60.42,1739.84,12-JAN-19:00,3219.38,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,60.42,1739.84,12-JAN-19:00,3219.38,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,60.42,1739.84,12-JAN-19:00,3219.38,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,64.63,1818.58,12-JAN-19:00,3238.37,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,64.63,1818.58,12-JAN-19:00,3238.37,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,64.63,1818.58,12-JAN-19:00,3238.37,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,27.73,389.88,12-JAN-21:00,1666.44,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,27.73,389.88,12-JAN-21:00,1666.44,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,27.73,389.88,12-JAN-21:00,1666.44,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,62.49,1796.36,12-JAN-19:00,3214.37,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,62.49,1796.36,12-JAN-19:00,3214.37,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,62.49,1796.36,12-JAN-19:00,3214.37,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Heating:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Heating:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,105.25,3422.61,12-JAN-19:00,5140.55,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,105.25,3422.61,12-JAN-19:00,5140.55,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,105.25,3422.61,12-JAN-19:00,5140.55,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,103.31,3376.22,12-JAN-19:00,5147.93,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,103.31,3376.22,12-JAN-19:00,5147.93,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,103.31,3376.22,12-JAN-19:00,5147.93,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,105.48,3399.38,12-JAN-19:00,5174.88,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,105.48,3399.38,12-JAN-19:00,5174.88,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,105.48,3399.38,12-JAN-19:00,5174.88,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,69.61,1932.66,12-JAN-19:00,3548.56,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,69.61,1932.66,12-JAN-19:00,3548.56,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,69.61,1932.66,12-JAN-19:00,3548.56,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,67.62,1882.77,12-JAN-19:00,3480.82,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,67.62,1882.77,12-JAN-19:00,3480.82,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,67.62,1882.77,12-JAN-19:00,3480.82,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,107.43,3446.16,12-JAN-19:00,5167.46,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,107.43,3446.16,12-JAN-19:00,5167.46,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,107.43,3446.16,12-JAN-19:00,5167.46,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,PlantLoopHeatingDemand:Facility,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,PlantLoopHeatingDemand:Plant,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,WaterSystems:PlantLoopHeatingDemand,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,General:WaterSystems:PlantLoopHeatingDemand,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,EnergyTransfer:HVAC,2368.86,76034.02,12-JAN-01:00,108301.10,12-JAN-05:00
,HeatRecoveryForHeating:EnergyTransfer,758.92,24474.44,12-JAN-01:00,36079.57,12-JAN-24:00
,HeatRecoveryForCooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,HeatingCoils:EnergyTransfer,1609.95,51559.58,12-JAN-01:00,77757.10,12-JAN-05:00
,CoolingCoils:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Plant,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,WaterSystems:EnergyTransfer,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,Domestic Hot Water:WaterSystems:EnergyTransfer,566.77,2253.07,12-JAN-03:00,43318.45,12-JAN-09:00
,Water Heater:WaterSystems:PlantLoopHeatingDemand,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [kBtu],HVAC Zone Eq & Other Sensible Air Cooling [ton-hrs],HVAC Terminal Unit Sensible Air Heating [kBtu],HVAC Terminal Unit Sensible Air Cooling [ton-hrs],HVAC Input Heated Surface Heating [kBtu],HVAC Input Cooled Surface Cooling [ton-hrs],People Sensible Heat Addition [kBtu],Lights Sensible Heat Addition [kBtu],Equipment Sensible Heat Addition [kBtu],Window Heat Addition [kBtu],Interzone Air Transfer Heat Addition [kBtu],Infiltration Heat Addition [kBtu],Opaque Surface Conduction and Other Heat Addition [kBtu],Equipment Sensible Heat Removal [kBtu],Window Heat Removal [kBtu],Interzone Air Transfer Heat Removal [kBtu],Infiltration Heat Removal [kBtu],Opaque Surface Conduction and Other Heat Removal [kBtu]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,0.000,-1.77,107.402,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-43.38,0.000,-40.90,-56.65
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.000,-1.77,70.688,0.000,0.000,0.000,8.808,5.892,40.029,0.260,0.000,0.000,0.000,0.000,-16.82,0.000,-36.01,-51.64
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.000,-1.77,105.314,0.000,0.000,0.000,8.808,5.892,40.029,0.807,0.000,0.000,0.000,0.000,-42.18,0.000,-40.90,-56.56
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.000,-1.77,109.603,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-45.16,0.000,-40.90,-57.07
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.000,-1.77,72.829,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-18.37,0.000,-36.01,-51.97
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.000,-1.77,107.520,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-43.16,0.000,-40.90,-56.99
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.000,-1.77,83.773,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-44.21,0.000,-17.92,-55.15
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.000,-1.77,46.950,0.000,0.000,0.000,8.808,5.892,40.029,0.239,0.000,0.000,0.000,0.000,-17.13,0.000,-13.04,-50.54
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.000,-1.77,81.632,0.000,0.000,0.000,8.808,5.892,40.029,0.763,0.000,0.000,0.000,0.000,-42.83,0.000,-17.92,-55.16
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.000,-1.77,85.843,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-45.94,0.000,-17.92,-55.49
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.000,-1.77,48.944,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-18.65,0.000,-13.04,-50.77
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.000,-1.77,83.702,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-43.79,0.000,-17.92,-55.50
,LIVING_UNIT3_BACKROW_TOPFLOOR,0.000,-1.77,126.454,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-43.65,0.000,-40.96,-75.37
,LIVING_UNIT3_FRONTROW_TOPFLOOR,0.000,-1.77,124.511,0.000,0.000,0.000,8.808,5.892,40.029,0.760,0.000,0.000,0.000,0.000,-42.69,0.000,-40.96,-75.14
,LIVING_UNIT1_FRONTROW_TOPFLOOR,0.000,-1.77,126.686,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-44.15,0.000,-40.96,-75.09
,LIVING_UNIT2_BACKROW_TOPFLOOR,0.000,-1.77,90.818,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-18.57,0.000,-36.07,-69.70
,LIVING_UNIT2_FRONTROW_TOPFLOOR,0.000,-1.77,88.829,0.000,0.000,0.000,8.808,5.892,40.029,0.237,0.000,0.000,0.000,0.000,-17.07,0.000,-36.07,-69.45
,LIVING_UNIT1_BACKROW_TOPFLOOR,0.000,-1.77,128.629,0.000,0.000,0.000,8.808,5.892,40.029,0.000,0.000,0.000,0.000,0.000,-45.87,0.000,-40.96,-75.32
,UNHEATEDBSMT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,BREEZEWAY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,ATTIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.750,137.407,0.000,0.000,0.000,-186.16,-7.53
,Total Facility,0.000,-31.79,1690.126,0.000,0.000,0.000,158.539,106.051,720.521,3.066,0.000,48.750,137.407,0.000,-633.61,0.000,-755.52,-1101.08


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [Btu/h],HVAC Zone Eq & Other Sensible Air Cooling [ton],HVAC Terminal Unit Sensible Air Heating [Btu/h],HVAC Terminal Unit Sensible Air Cooling [ton],HVAC Input Heated Surface Heating [Btu/h],HVAC Input Cooled Surface Cooling [ton],People Sensible Heat Addition [Btu/h],Lights Sensible Heat Addition [Btu/h],Equipment Sensible Heat Addition [Btu/h],Window Heat Addition [Btu/h],Interzone Air Transfer Heat Addition [Btu/h],Infiltration Heat Addition [Btu/h],Opaque Surface Conduction and Other Heat Addition [Btu/h],Equipment Sensible Heat Removal [Btu/h],Window Heat Removal [Btu/h],Interzone Air Transfer Heat Removal [Btu/h],Infiltration Heat Removal [Btu/h],Opaque Surface Conduction and Other Heat Removal [Btu/h]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_BACKROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_FRONTROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_FRONTROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_BACKROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_FRONTROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_BACKROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,UNHEATEDBSMT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,BREEZEWAY,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [Btu/h],HVAC Zone Eq & Other Sensible Air Cooling [ton],HVAC Terminal Unit Sensible Air Heating [Btu/h],HVAC Terminal Unit Sensible Air Cooling [ton],HVAC Input Heated Surface Heating [Btu/h],HVAC Input Cooled Surface Cooling [ton],People Sensible Heat Addition [Btu/h],Lights Sensible Heat Addition [Btu/h],Equipment Sensible Heat Addition [Btu/h],Window Heat Addition [Btu/h],Interzone Air Transfer Heat Addition [Btu/h],Infiltration Heat Addition [Btu/h],Opaque Surface Conduction and Other Heat Addition [Btu/h],Equipment Sensible Heat Removal [Btu/h],Window Heat Removal [Btu/h],Interzone Air Transfer Heat Removal [Btu/h],Infiltration Heat Removal [Btu/h],Opaque Surface Conduction and Other Heat Removal [Btu/h]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,12-JAN-04:20,-851.5,0.00,5201.67,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2092.3,0.00,-1866.6,-2107.0
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,12-JAN-04:20,-851.5,0.00,3521.47,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-849.7,0.00,-1643.6,-1892.3
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,12-JAN-04:20,-851.5,0.00,5181.80,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2069.7,0.00,-1866.6,-2109.7
