,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,12-JAN-04:20,-851.5,0.00,5198.87,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2077.0,0.00,-1866.6,-2119.5
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,12-JAN-10:00,-921.2,0.00,3699.64,0.00,0.00,0.00,128.84,90.23,1589.39,0.00,0.00,0.00,0.00,0.00,-625.9,0.00,-1715.5,-2245.5
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,12-JAN-04:20,-851.5,0.00,5179.16,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2054.4,0.00,-1866.6,-2122.4
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,12-JAN-04:20,-851.8,0.00,4095.20,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2129.0,0.00,-818.1,-2012.0
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,12-JAN-04:20,-851.9,0.00,2406.23,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-864.8,0.00,-595.0,-1810.3
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,12-JAN-04:20,-851.8,0.00,4071.14,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2100.4,0.00,-818.1,-2016.5
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,12-JAN-04:20,-851.8,0.00,4090.12,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2109.7,0.00,-818.1,-2026.2
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,12-JAN-10:00,-921.7,0.00,2587.79,0.00,0.00,0.00,128.84,90.23,1589.39,0.00,0.00,0.00,0.00,0.00,-638.1,0.00,-621.0,-2215.5
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,12-JAN-04:20,-851.8,0.00,4066.13,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2081.1,0.00,-818.1,-2030.8
,LIVING_UNIT3_BACKROW_TOPFLOOR,12-JAN-04:20,-851.5,0.00,5991.90,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2074.1,0.00,-1869.4,-2912.5
,LIVING_UNIT3_FRONTROW_TOPFLOOR,12-JAN-04:20,-851.5,0.00,5999.28,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2095.1,0.00,-1869.4,-2899.0
,LIVING_UNIT1_FRONTROW_TOPFLOOR,12-JAN-04:20,-851.5,0.00,6026.23,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2126.1,0.00,-1869.4,-2894.8
,LIVING_UNIT2_BACKROW_TOPFLOOR,12-JAN-10:00,-921.2,0.00,4468.93,0.00,0.00,0.00,128.84,90.23,1589.39,0.00,0.00,0.00,0.00,0.00,-635.7,0.00,-1718.0,-3002.5
,LIVING_UNIT2_FRONTROW_TOPFLOOR,12-JAN-04:20,-851.5,0.00,4332.28,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-862.5,0.00,-1646.1,-2687.8
,LIVING_UNIT1_BACKROW_TOPFLOOR,12-JAN-04:20,-851.5,0.00,6018.81,0.00,0.00,0.00,532.65,144.37,1038.62,0.00,0.00,0.00,0.00,0.00,-2105.2,0.00,-1869.4,-2908.4
,UNHEATEDBSMT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,BREEZEWAY,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,12-JAN-04:20,-15328.9,0.00,81633.47,0.00,0.00,0.00,9587.79,2598.70,18695.12,0.00,0.00,0.00,0.00,0.00,-30211.5,0.00,-37270.5,-29704.1


----------------------------------------------------------------------------------------------------
REPORT:,Standard 62.1 Summary
FOR:,Entire Facility
System Ventilation Requirements for Cooling

,,Sum of Zone Primary Air Flow - Vpz-sum [ft3/min],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [ft3/min],System Primary Airflow - Vps [ft3/min],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow - Vot [ft3/min],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,494.4969,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,494.4969,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,285.3035,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,285.3035,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,391.9255,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,391.9255,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,458.8313,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,458.8313,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,278.0194,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,278.0194,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,367.1980,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,367.1980,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,489.7859,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,489.7859,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,305.9680,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,305.9680,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,391.7807,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,391.7807,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,451.1479,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,451.1479,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,299.4765,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,299.4765,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,364.5443,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,364.5443,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,501.2673,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,501.2673,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,326.9791,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,326.9791,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,390.9849,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,390.9849,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,478.0685,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,478.0685,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,325.7355,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,325.7355,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,364.5753,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,364.5753,0.0000,1.0000,Not calculated,0.0000,0.0000,,


System Ventilation Requirements for Heating

,,Sum of Zone Primary Air Flow - Vpz-sum [ft3/min],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [ft3/min],System Primary Airflow - Vps [ft3/min],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow Vot [ft3/min],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,494.4969,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,494.4969,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,285.3035,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,285.3035,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,391.9255,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,391.9255,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,458.8313,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,458.8313,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,278.0194,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,278.0194,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,367.1980,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,367.1980,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,489.7859,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,489.7859,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,305.9680,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,305.9680,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,391.7807,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,391.7807,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,451.1479,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,451.1479,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,299.4765,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,299.4765,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,364.5443,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,364.5443,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,501.2673,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,501.2673,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,326.9791,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,326.9791,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,390.9849,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,390.9849,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,478.0685,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,478.0685,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,325.7355,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,325.7355,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,364.5753,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,364.5753,0.0000,1.0000,Not calculated,0.0000,0.0000,,


Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [ft3/min-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [ft3/min-ft2],Zone Floor Area - Az [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [ft3/min-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [ft3/min-ft2],Sum of Zone Floor Area - Az-sum [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [ft3/min],Zone Discharge Airflow - Vdz [ft3/min],Minimum Zone Primary Airflow - Vpz-min [ft3/min],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,494.4969,494.4969,494.4969,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,285.3035,285.3035,285.3035,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,391.9255,391.9255,391.9255,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,458.8313,458.8313,458.8313,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,278.0194,278.0194,278.0194,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,367.1980,367.1980,367.1980,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,489.7859,489.7859,489.7859,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,305.9680,305.9680,305.9680,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,391.7807,391.7807,391.7807,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,451.1479,451.1479,451.1479,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,299.4765,299.4765,299.4765,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,364.5443,364.5443,364.5443,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,364.5753,364.5753,364.5753,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,390.9849,390.9849,390.9849,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,501.2673,501.2673,501.2673,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,325.7355,325.7355,325.7355,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,326.9791,326.9791,326.9791,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,478.0685,478.0685,478.0685,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [ft3/min],System Primary Airflow - Vps [ft3/min],Sum of Zone Discharge Airflow - Vdz-sum [ft3/min],Sum of Min Zone Primary Airflow - Vpz-min [ft3/min],Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,494.4969,494.4969,494.4969,494.4969,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,285.3035,285.3035,285.3035,285.3035,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,391.9255,391.9255,391.9255,391.9255,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,458.8313,458.8313,458.8313,458.8313,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,278.0194,278.0194,278.0194,278.0194,0.0000,1.0000
